run_name,dataset,transform,label,original_mse,transformed_mse,diff_mse
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,SaturationShift50,hue,2264.5963439941406,2540.602965517896,-276.00662152375526
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_16_ImageNet,ImageNet,SaturationShift50,brightness,15070.125732421875,15745.864211796094,-675.7384793742185
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,SaturationShift75,hue,2264.5963439941406,2240.9832437757923,23.613100218348336
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_16_ImageNet,ImageNet,SaturationShift75,brightness,15070.125732421875,14682.693269930345,387.4324624915298
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,SaturationShift100,hue,2264.5963439941406,2252.485030355373,12.11131363876757
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_16_ImageNet,ImageNet,SaturationShift100,brightness,15070.125732421875,14762.098921844348,308.0268105775267
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,BrightnessShift25,hue,2264.5963439941406,2982.0750154863026,-717.478671492162
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_16_ImageNet,ImageNet,BrightnessShift25,saturation,6731.4521484375,7823.948092658749,-1092.4959442212494
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,BrightnessShift50,hue,2264.5963439941406,2982.0750154863026,-717.478671492162
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_16_ImageNet,ImageNet,BrightnessShift50,saturation,6731.4521484375,7823.948092658749,-1092.4959442212494
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,BrightnessShift75,hue,2264.5963439941406,2413.980572023955,-149.3842280298145
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_16_ImageNet,ImageNet,BrightnessShift75,saturation,6731.4521484375,6942.893419339207,-211.44127090170696
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_16_ImageNet,ImageNet,BrightnessShift100,hue,2264.5963439941406,2237.917425806033,26.678918188107673
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_16_ImageNet,ImageNet,BrightnessShift100,saturation,6731.4521484375,6656.593117860222,74.85903057727774
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,HueShift25,saturation,6356.681213378906,6325.002161795403,31.67905158350368
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,HueShift25,brightness,14320.708618164062,13965.697744048324,355.01087411573826
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_l_16_ImageNet,ImageNet,HueShift50,saturation,6356.681213378906,6235.232400353979,121.4488130249274
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_l_16_ImageNet,ImageNet,HueShift50,brightness,14320.708618164062,13797.14361506685,523.565003097212
